"函数名"	"定义位置"	"固定字符串出现次数"	"清单条目数"	"原始签名"	"功能备注"	"功能签名"	"迁移归属建议"	"风险标记"
"维度数"	"基础数据类型.h:809"	"1"	"1"	"std::size_t 维度数() const noexcept"	"按函数名执行对应处理。"	"类别=执行;输入=无自定义类型;输出=整数/时间;副作用=无明显副作用;领域=全局通用候选;约束=noexcept"	"全局共享函数类.ixx候选"	"待复核"
"自我特征定义类::类型_自检_任务根存在状态"	"自我类.特征定义.cpp:475"	"1"	"1"	"const 语素入口节点类* 自我特征定义类::类型_自检_任务根存在状态() noexcept"	"按函数名执行对应处理。"	"类别=执行;输入=有自定义类型;输出=指针/引用/句柄;副作用=无明显副作用;领域=特征;约束=noexcept"	"专用类/对应头文件：特征"	"待复核"
"自我特征定义类::类型_自检_任务虚拟存在绑定状态"	"自我类.特征定义.cpp:487"	"1"	"1"	"const 语素入口节点类* 自我特征定义类::类型_自检_任务虚拟存在绑定状态() noexcept"	"建立对象、任务、方法或因果之间的绑定关系。"	"类别=未分类;输入=有自定义类型;输出=指针/引用/句柄;副作用=无明显副作用;领域=特征;约束=noexcept"	"专用类/对应头文件：特征"	"待复核"
"自我特征定义类::类型_自检_内部世界存在状态"	"自我类.特征定义.cpp:481"	"1"	"1"	"const 语素入口节点类* 自我特征定义类::类型_自检_内部世界存在状态() noexcept"	"按函数名执行对应处理。"	"类别=执行;输入=有自定义类型;输出=指针/引用/句柄;副作用=无明显副作用;领域=特征;约束=noexcept"	"专用类/对应头文件：特征"	"待复核"
"自我特征定义类::类型_自检_方法根存在状态"	"自我类.特征定义.cpp:478"	"1"	"1"	"const 语素入口节点类* 自我特征定义类::类型_自检_方法根存在状态() noexcept"	"按函数名执行对应处理。"	"类别=执行;输入=有自定义类型;输出=指针/引用/句柄;副作用=无明显副作用;领域=特征;约束=noexcept"	"专用类/对应头文件：特征"	"待复核"
"自我特征定义类::类型_自检_核心状态可读写状态"	"自我类.特征定义.cpp:484"	"1"	"1"	"const 语素入口节点类* 自我特征定义类::类型_自检_核心状态可读写状态() noexcept"	"按函数名执行对应处理。"	"类别=执行;输入=有自定义类型;输出=指针/引用/句柄;副作用=无明显副作用;领域=特征;约束=noexcept"	"专用类/对应头文件：特征"	"待复核"
"自我特征定义类::类型_自检_结构存在状态"	"自我类.特征定义.cpp:469"	"1"	"1"	"const 语素入口节点类* 自我特征定义类::类型_自检_结构存在状态() noexcept"	"按函数名执行对应处理。"	"类别=执行;输入=有自定义类型;输出=指针/引用/句柄;副作用=无明显副作用;领域=特征;约束=noexcept"	"专用类/对应头文件：特征"	"待复核"
"自我特征定义类::类型_自检_需求根存在状态"	"自我类.特征定义.cpp:472"	"1"	"1"	"const 语素入口节点类* 自我特征定义类::类型_自检_需求根存在状态() noexcept"	"按函数名执行对应处理。"	"类别=执行;输入=有自定义类型;输出=指针/引用/句柄;副作用=无明显副作用;领域=特征;约束=noexcept"	"专用类/对应头文件：特征"	"待复核"
"自我类::~自我类"	"自我类.cpp:870"	"1"	"1"	"自我类::~自我类()"	"释放或收束对象资源。"	"类别=清理;输入=有自定义类型;输出=其他;副作用=无明显副作用;领域=自我;约束=无显式约束"	"专用类/对应头文件：自我"	"待复核"
"自我类::从特征恢复运行态_"	"自我类.cpp:2157"	"1"	"1"	"void 自我类::从特征恢复运行态_() noexcept"	"执行对应模块、线程或方法的运行逻辑。"	"类别=执行;输入=有自定义类型;输出=void;副作用=无明显副作用;领域=自我;约束=noexcept"	"专用类/对应头文件：自我"	"待复核"
"自我类::写入自我I64特征当前值"	"自我类.cpp:1094"	"1"	"1"	"bool 自我类::写入自我I64特征当前值( const 语素入口节点类* 特征类型, I64 值, 时间戳 now) noexcept"	"把处理结果写入指定对象、场景或日志。"	"类别=写入;输入=有自定义类型;输出=bool;副作用=无明显副作用;领域=自我;约束=noexcept"	"专用类/对应头文件：自我"	"待复核"
"自我类::写入自我指针特征当前值"	"自我类.cpp:1126"	"1"	"1"	"bool 自我类::写入自我指针特征当前值( const 语素入口节点类* 特征类型, const void* 指针值, 时间戳 now) noexcept"	"把处理结果写入指定对象、场景或日志。"	"类别=写入;输入=有自定义类型;输出=bool;副作用=无明显副作用;领域=自我;约束=noexcept"	"专用类/对应头文件：自我"	"待复核"
"自我类::创建学习I64原子状态"	"自我类.cpp:1190"	"1"	"1"	"状态节点类* 自我类::创建学习I64原子状态( 场景节点类* 场景, 基础信息节点类* 主体, const 语素入口节点类* 特征类型, I64 状态值, 时间戳 now) noexcept"	"创建并返回或登记对应对象。"	"类别=构造;输入=有自定义类型;输出=整数/时间;副作用=无明显副作用;领域=自我;约束=noexcept"	"专用类/对应头文件：自我"	"待复核"
"自我类::创建自检I64原子状态"	"自我类.cpp:1137"	"1"	"1"	"状态节点类* 自我类::创建自检I64原子状态( 场景节点类* 场景, 基础信息节点类* 主体, const 语素入口节点类* 特征类型, I64 状态值, 时间戳 now) noexcept"	"创建并返回或登记对应对象。"	"类别=构造;输入=有自定义类型;输出=整数/时间;副作用=无明显副作用;领域=自我;约束=noexcept"	"专用类/对应头文件：自我"	"待复核"
"自我类::初始化常用抽象特征_"	"自我类.cpp:2060"	"1"	"1"	"void 自我类::初始化常用抽象特征_() noexcept"	"初始化相关对象、状态或运行上下文。"	"类别=构造;输入=有自定义类型;输出=void;副作用=无明显副作用;领域=自我;约束=noexcept"	"专用类/对应头文件：自我"	"待复核"
"自我类::初始化自我特征与默认值_"	"自我类.cpp:2023"	"1"	"1"	"void 自我类::初始化自我特征与默认值_() noexcept"	"初始化相关对象、状态或运行上下文。"	"类别=构造;输入=有自定义类型;输出=void;副作用=无明显副作用;领域=自我;约束=noexcept"	"专用类/对应头文件：自我"	"待复核"
"自我类::同步可用方法数量镜像"	"自我类.cpp:1791"	"1"	"1"	"bool 自我类::同步可用方法数量镜像(I64 统计数量, 时间戳 now) noexcept"	"同步线程、任务、场景或对象之间的状态。"	"类别=更新;输入=有自定义类型;输出=bool;副作用=无明显副作用;领域=自我;约束=noexcept"	"专用类/对应头文件：自我"	"待复核"
"自我类::同步运行态特征_"	"自我类.cpp:2412"	"1"	"1"	"void 自我类::同步运行态特征_() noexcept"	"同步线程、任务、场景或对象之间的状态。"	"类别=更新;输入=有自定义类型;输出=void;副作用=无明显副作用;领域=自我;约束=noexcept"	"专用类/对应头文件：自我"	"待复核"
"自我类::增加可用方法数量"	"自我类.cpp:1740"	"1"	"1"	"bool 自我类::增加可用方法数量(I64 增量, 时间戳 now) noexcept"	"按函数名执行对应处理。"	"类别=执行;输入=有自定义类型;输出=bool;副作用=无明显副作用;领域=自我;约束=noexcept"	"专用类/对应头文件：自我"	"待复核"
"自我类::安全值_上升_"	"自我类.cpp:2513"	"1"	"1"	"void 自我类::安全值_上升_(I64 delta, const std::string& 原因类别, const std::string& 原因说明) noexcept"	"按函数名执行对应处理。"	"类别=执行;输入=有自定义类型;输出=void;副作用=无明显副作用;领域=自我;约束=noexcept"	"专用类/对应头文件：自我"	"待复核"
"自我类::安全值_下降_"	"自我类.cpp:2526"	"1"	"1"	"void 自我类::安全值_下降_(I64 delta, const std::string& 原因类别, const std::string& 原因说明) noexcept"	"按函数名执行对应处理。"	"类别=执行;输入=有自定义类型;输出=void;副作用=无明显副作用;领域=自我;约束=noexcept"	"专用类/对应头文件：自我"	"待复核"
"自我类::安全值减少"	"自我类.cpp:1368"	"1"	"1"	"void 自我类::安全值减少(I64 delta, const std::string& 原因类别, const std::string& 原因说明) noexcept"	"按函数名执行对应处理。"	"类别=执行;输入=有自定义类型;输出=void;副作用=无明显副作用;领域=自我;约束=noexcept"	"专用类/对应头文件：自我"	"待复核"
"自我类::安全值增加"	"自我类.cpp:1361"	"1"	"1"	"void 自我类::安全值增加(I64 delta, const std::string& 原因类别, const std::string& 原因说明) noexcept"	"按函数名执行对应处理。"	"类别=执行;输入=有自定义类型;输出=void;副作用=无明显副作用;领域=自我;约束=noexcept"	"专用类/对应头文件：自我"	"待复核"
"自我类::安全根方向差值"	"自我类.cpp:1043"	"1"	"1"	"I64 自我类::安全根方向差值() const noexcept"	"按函数名执行对应处理。"	"类别=执行;输入=有自定义类型;输出=整数/时间;副作用=无明显副作用;领域=自我;约束=noexcept"	"专用类/对应头文件：自我"	"待复核"
"自我类::安全稳定带上限值_"	"自我类.cpp:1942"	"1"	"1"	"constexpr I64 自我类::安全稳定带上限值_() noexcept"	"按函数名执行对应处理。"	"类别=执行;输入=有自定义类型;输出=整数/时间;副作用=无明显副作用;领域=自我;约束=noexcept+constexpr"	"专用类/对应头文件：自我"	"待复核"
"自我类::安全稳定带下限值_"	"自我类.cpp:1936"	"1"	"1"	"constexpr I64 自我类::安全稳定带下限值_() noexcept"	"按函数名执行对应处理。"	"类别=执行;输入=有自定义类型;输出=整数/时间;副作用=无明显副作用;领域=自我;约束=noexcept+constexpr"	"专用类/对应头文件：自我"	"待复核"
"自我类::已初始化"	"自我类.cpp:884"	"1"	"1"	"bool 自我类::已初始化() const noexcept"	"初始化相关对象、状态或运行上下文。"	"类别=构造;输入=有自定义类型;输出=bool;副作用=无明显副作用;领域=自我;约束=noexcept"	"专用类/对应头文件：自我"	"待复核"
"自我类::应用安全低位回升"	"自我类.cpp:1595"	"1"	"1"	"bool 自我类::应用安全低位回升(I64 delta, 时间戳 now) noexcept"	"按函数名执行对应处理。"	"类别=执行;输入=有自定义类型;输出=bool;副作用=无明显副作用;领域=自我;约束=noexcept"	"专用类/对应头文件：自我"	"待复核"
"自我类::应用安全高位回落"	"自我类.cpp:1633"	"1"	"1"	"bool 自我类::应用安全高位回落(I64 delta, 时间戳 now) noexcept"	"按函数名执行对应处理。"	"类别=执行;输入=有自定义类型;输出=bool;副作用=无明显副作用;领域=自我;约束=noexcept"	"专用类/对应头文件：自我"	"待复核"
"自我类::应用定时衰减服务值"	"自我类.cpp:1477"	"1"	"1"	"bool 自我类::应用定时衰减服务值(I64 delta, 时间戳 now) noexcept"	"按函数名执行对应处理。"	"类别=执行;输入=有自定义类型;输出=bool;副作用=无明显副作用;领域=自我;约束=noexcept"	"专用类/对应头文件：自我"	"待复核"
"自我类::应用按双值重算服务衰减步长"	"自我类.cpp:1511"	"1"	"1"	"bool 自我类::应用按双值重算服务衰减步长(时间戳 now) noexcept"	"按函数名执行对应处理。"	"类别=执行;输入=有自定义类型;输出=bool;副作用=无明显副作用;领域=自我;约束=noexcept"	"专用类/对应头文件：自我"	"待复核"
"自我类::应用按服务值重算安全减少步长"	"自我类.cpp:1567"	"1"	"1"	"bool 自我类::应用按服务值重算安全减少步长(时间戳 now) noexcept"	"按函数名执行对应处理。"	"类别=执行;输入=有自定义类型;输出=bool;副作用=无明显副作用;领域=自我;约束=noexcept"	"专用类/对应头文件：自我"	"待复核"
"自我类::应用按服务值重算安全增加步长"	"自我类.cpp:1539"	"1"	"1"	"bool 自我类::应用按服务值重算安全增加步长(时间戳 now) noexcept"	"按函数名执行对应处理。"	"类别=执行;输入=有自定义类型;输出=bool;副作用=无明显副作用;领域=自我;约束=noexcept"	"专用类/对应头文件：自我"	"待复核"
"自我类::应用服务归零待机保护"	"自我类.cpp:1389"	"1"	"1"	"bool 自我类::应用服务归零待机保护(时间戳 now) noexcept"	"按函数名执行对应处理。"	"类别=执行;输入=有自定义类型;输出=bool;副作用=无明显副作用;领域=自我;约束=noexcept"	"专用类/对应头文件：自我"	"待复核"
"自我类::应用风险安全回归"	"自我类.cpp:1671"	"1"	"1"	"bool 自我类::应用风险安全回归(I64 delta, 时间戳 now) noexcept"	"按函数名执行对应处理。"	"类别=执行;输入=有自定义类型;输出=bool;副作用=无明显副作用;领域=自我;约束=noexcept"	"专用类/对应头文件：自我"	"待复核"
"自我类::时序反向步长"	"自我类.cpp:1055"	"1"	"1"	"I64 自我类::时序反向步长() const noexcept"	"按函数名执行对应处理。"	"类别=执行;输入=有自定义类型;输出=整数/时间;副作用=无明显副作用;领域=自我;约束=noexcept"	"专用类/对应头文件：自我"	"待复核"
