结构体名	所在文件	行号	字段摘要	是否含文本业务字段	是否含项目结构字段	写入方	读取方	外部读取	初步分类
服务前后状态比较结果	自我动作实现.服务模块.ixx	2076	bool 可比较 = false; | bool 发生变化 = false; | bool 相同 = false; | 特征值 服务前值{}; | 特征值 服务后值{}; | };	否	是	待P3审计	待P3审计	待P3审计	候选：待引用审计
服务D0校验结果	自我动作实现.服务模块.ixx	2272	bool 基础合法 = false; | bool D0存在 = false; | bool D0主信息存在 = false; | bool 动作主体存在 = false; | bool 动作主体为自我 = false; | bool 承受主体存在 = false; | bool 来源动作存在 = false; | bool 方法运行存在 = false; | ...(+18)	否	是	待P3审计	待P3审计	待P3审计	候选：待引用审计
服务硬门槛汇总	自我动作实现.服务模块.ixx	2590	bool 有不成立 = false; | bool 有待确认 = false; | bool 全部成立 = false; | std::size_t 已读取数量 = 0; | std::size_t 成立数量 = 0; | std::size_t 待确认数量 = 0; | std::size_t 不成立数量 = 0; | };	否	否	待P3审计	待P3审计	待P3审计	候选：待引用审计
服务G0治理视图结果	自我动作实现.服务模块.ixx	2600	bool 成功 = false; | 存在节点类* 治理视图 = nullptr; | const 语素入口节点类* 失败原因 = nullptr; | };	是	是	待P3审计	待P3审计	待P3审计	候选：待引用审计
服务三评分	自我动作实现.服务模块.ixx	2848	I64 完成度 = 0; | I64 有效性 = 0; | I64 证据强度 = 0; | I64 基础分 = 0; | };	否	是	待P3审计	待P3审计	待P3审计	候选：待引用审计
服务G0候选组装输入	自我动作实现.服务模块.ixx	3082	任务类::节点类* 任务节点 = nullptr; | 存在节点类* 方法运行存在 = nullptr; | 动态节点类* D0 = nullptr; | 动态节点类* D1 = nullptr; | bool 写入评分 = false; | 服务三评分 评分{}; | 枚举_服务硬门槛状态 安全通过 = 枚举_服务硬门槛状态::待确认; | 枚举_服务硬门槛状态 改善结果可验证 = 枚举_服务硬门槛状态::待确认; | ...(+5)	否	是	待P3审计	待P3审计	待P3审计	候选：待引用审计
服务G0候选组装结果	自我动作实现.服务模块.ixx	3097	bool 成功 = false; | 存在节点类* G0治理视图 = nullptr; | 服务D0校验结果 D0校验{}; | 服务硬门槛汇总 硬门槛{}; | 服务三评分 评分{}; | 枚举_成功服务候选状态 候选状态 = 枚举_成功服务候选状态::未形成; | 枚举_成功服务层级 层级 = 枚举_成功服务层级::L0; | const 语素入口节点类* 失败原因 = nullptr; | ...(+1)	是	是	待P3审计	待P3审计	待P3审计	候选：待引用审计
服务候选池结果	自我动作实现.服务模块.ixx	3297	bool 成功 = false; | 存在节点类* 候选池 = nullptr; | const 语素入口节点类* 失败原因 = nullptr; | };	是	是	待P3审计	待P3审计	待P3审计	候选：待引用审计
服务候选记录结果	自我动作实现.服务模块.ixx	3303	bool 成功 = false; | 存在节点类* 候选记录 = nullptr; | const 语素入口节点类* 失败原因 = nullptr; | };	是	是	待P3审计	待P3审计	待P3审计	候选：待引用审计
服务候选复核结果	自我动作实现.服务模块.ixx	3515	bool 成功 = false; | 存在节点类* 候选记录 = nullptr; | 存在节点类* G0治理视图 = nullptr; | 枚举_候选复核结果 复核结果 = 枚举_候选复核结果::未定义; | 枚举_成功服务候选状态 候选状态 = 枚举_成功服务候选状态::未形成; | bool 可结算 = false; | const 语素入口节点类* 失败原因 = nullptr; | };	是	是	待P3审计	待P3审计	待P3审计	候选：待引用审计
服务值结算计算输入	自我动作实现.服务模块.ixx	3669	存在节点类* G0治理视图 = nullptr; | 存在节点类* 候选记录 = nullptr; | I64 当前服务值 = 0; | I64 服务值上限 = 0; | I64 标准服务单位 = 0; | I64 非重复系数 = 服务评分_满分; | I64 安全调节 = 服务评分_满分; | I64 单次lambda上限 = 服务评分_满分; | ...(+1)	否	是	待P3审计	待P3审计	待P3审计	候选：待引用审计
服务值结算计算结果	自我动作实现.服务模块.ixx	3680	bool 可结算 = false; | I64 lambda候选 = 0; | I64 lambda使用 = 0; | I64 结算前服务值 = 0; | I64 服务值入账增量 = 0; | I64 结算后服务值 = 0; | const 语素入口节点类* 失败原因 = nullptr; | };	是	是	待P3审计	待P3审计	待P3审计	候选：待引用审计
子任务服务摘要输入	自我动作实现.服务模块.ixx	3894	任务类::节点类* 父任务 = nullptr; | 任务类::节点类* 子任务 = nullptr; | 存在节点类* G0治理视图 = nullptr; | 动态节点类* D0 = nullptr; | 动态节点类* D1 = nullptr; | bool 是否必需 = true; | bool 已达成 = false; | 枚举_成功服务候选状态 候选状态 = 枚举_成功服务候选状态::未形成; | ...(+2)	否	是	待P3审计	待P3审计	待P3审计	候选：待引用审计
父任务组合汇总输入	自我动作实现.服务模块.ixx	3906	任务类::节点类* 父任务 = nullptr; | I64 必需子任务数 = 0; | I64 满足子任务数 = 0; | I64 待确认子任务数 = 0; | I64 失败子任务数 = 0; | bool 组合输出一致 = false; | };	否	是	待P3审计	待P3审计	待P3审计	候选：待引用审计
子任务服务摘要结果	自我动作实现.服务模块.ixx	3915	bool 成功 = false; | 存在节点类* 摘要存在 = nullptr; | const 语素入口节点类* 失败原因 = nullptr; | };	是	是	待P3审计	待P3审计	待P3审计	候选：待引用审计
OR胜出路径记录输入	自我动作实现.服务模块.ixx	3997	任务类::节点类* 父任务 = nullptr; | 任务类::节点类* 胜出子任务 = nullptr; | 存在节点类* 胜出G0 = nullptr; | 存在节点类* 胜出摘要 = nullptr; | I64 未选路径数 = 0; | bool 组合输出一致 = false; | };	是	是	待P3审计	待P3审计	待P3审计	候选：待引用审计
内部本能函数集	自我动作实现.内部模块.ixx	19	本能动作函数 练习 = nullptr; | 本能动作函数 尝试学习 = nullptr; | 本能动作函数 定向学习 = nullptr; | 本能动作函数 提交方法可执行入口 = nullptr; | 本能动作函数 建立条件结果对 = nullptr; | 本能动作函数 提交方法状态变化 = nullptr; | 本能动作函数 结算叶子任务价值 = nullptr; | 本能动作函数 建立观察帧存在 = nullptr; | ...(+67)	是	是	待P3审计	待P3审计	待P3审计	候选：待引用审计
结构_任务状态被动提交请求	自我动作实现.内部模块.ixx	96	方法类::节点类* 提交方法首节点 = nullptr; | 任务类::节点类* 任务 = nullptr; | bool 写入任务状态 = true; | 枚举_任务状态 建议任务状态 = 枚举_任务状态::未定义; | bool 写入任务阶段 = false; | 枚举_任务阶段 建议任务阶段 = 枚举_任务阶段::未定义; | 场景节点类* 输入参数场景 = nullptr; | 场景节点类* 输出结果场景 = nullptr; | ...(+2)	否	是	待P3审计	待P3审计	待P3审计	候选：待引用审计
结构_任务状态被动提交结果	自我动作实现.内部模块.ixx	108	bool 已处理 = false; | bool 已提交 = false; | 枚举_任务状态 原任务状态 = 枚举_任务状态::未定义; | 枚举_任务状态 新任务状态 = 枚举_任务状态::未定义; | 枚举_任务阶段 原任务阶段 = 枚举_任务阶段::未定义; | 枚举_任务阶段 新任务阶段 = 枚举_任务阶段::未定义; | 动态节点类* 任务状态动作动态 = nullptr; | const 语素入口节点类* 失败原因 = nullptr; | ...(+1)	是	是	待P3审计	待P3审计	待P3审计	候选：待引用审计
结构_扫描判断结果	自我动作实现.扫描.ixx	229	枚举_扫描判断状态 状态 = 枚举_扫描判断状态::未定义; | I64 分值 = 0; | const char* 原因 = ""; | };	是	是	待P3审计	待P3审计	待P3审计	候选：待引用审计
结构_外设特征材料	自我动作实现.扫描.ixx	235	枚举_外设特征类型ID 特征类型 = 枚举_外设特征类型ID::未指定; | 枚举_外设特征值形态 值形态 = 枚举_外设特征值形态::未指定; | I64 当前I64值 = 0; | double 当前F64值 = 0.0; | std::string 当前文本值{}; | std::string 特征值generation{}; | std::vector<std::string> 来源材料句柄{}; | bool 可回查 = false; | ...(+2)	是	是	待P3审计	待P3审计	待P3审计	候选：待引用审计
结构_已合法外设数据项	自我动作实现.扫描.ixx	247	std::uint64_t 数据项ID = 0; | std::uint64_t 来源报告ID = 0; | std::uint64_t 来源帧ID = 0; | std::string 来源外设ID{}; | std::string 来源观察存在ID{}; | std::string 可能归属存在ID{}; | std::uint64_t 约束ID = 0; | std::string 约束generation{}; | ...(+24)	是	是	待P3审计	待P3审计	待P3审计	候选：待引用审计
结构_扫描关注集合	自我动作实现.扫描.ixx	281	std::vector<存在节点类*> 应覆盖存在集合{}; | std::vector<存在节点类*> 可忽略存在集合{}; | std::vector<存在节点类*> 需补条件存在集合{}; | };	否	是	待P3审计	待P3审计	待P3审计	候选：待引用审计
结构_扫描对应结果	自我动作实现.扫描.ixx	287	存在节点类* 目标存在 = nullptr; | 枚举_扫描判断状态 状态 = 枚举_扫描判断状态::未定义; | I64 候选数量 = 0; | I64 空间位置误差值 = 0; | };	否	是	待P3审计	待P3审计	待P3审计	候选：待引用审计
结构_扫描写入结果	自我动作实现.扫描.ixx	294	bool 写入成功 = false; | bool 旧值可读 = false; | bool 首次建立基准 = false; | bool 状态变化成立 = false; | I64 空间位置变化量 = 0; | 动态节点类* 状态变化动态 = nullptr; | 因果模板节点类* 主动因果信息 = nullptr; | bool 主动因果信息已生成 = false; | ...(+1)	否	是	待P3审计	待P3审计	待P3审计	候选：待引用审计
结构_扫描子特征状态项	自我动作实现.扫描.ixx	305	const 语素入口节点类* 特征类型 = nullptr; | I64 初始值 = 0; | I64 结果值 = 0; | };	否	是	待P3审计	待P3审计	待P3审计	候选：待引用审计
结构_扫描子特征动作动态统计	自我动作实现.扫描.ixx	311	I64 动态数量 = 0; | I64 因果数量 = 0; | };	否	是	待P3审计	待P3审计	待P3审计	候选：待引用审计
结构_扫描特征绑定	自我动作实现.扫描.ixx	316	枚举_扫描特征绑定ID ID = 枚举_扫描特征绑定ID::运行ID; | const char* 名称 = ""; | };	是	否	待P3审计	待P3审计	待P3审计	候选：待引用审计
结构_扫描存在类型绑定	自我动作实现.扫描.ixx	321	枚举_扫描存在类型绑定ID ID = 枚举_扫描存在类型绑定ID::扫描方法运行虚拟存在; | const char* 名称 = ""; | };	是	否	待P3审计	待P3审计	待P3审计	候选：待引用审计
结构_安全评估证据视图	自我动作实现.外设模块.ixx	427	bool 自我关键特征观察明确 = false; | bool 场景存在集合明确 = false; | bool 安全因果候选明确 = false; | I64 不足原因 = 0; | };	是	是	待P3审计	待P3审计	待P3审计	候选：待引用审计
结构_存在风险评估结果	自我动作实现.外设模块.ixx	434	存在节点类* 存在 = nullptr; | bool 评估明确 = false; | I64 风险安全值候选 = 0; | I64 存在安全度候选 = 场景绝对安全值; | I64 历史值 = 0; | I64 历史直接伤害次数 = 0; | I64 最近直接伤害时间 = 0; | I64 无伤害共处时长 = 0; | ...(+4)	是	是	待P3审计	待P3审计	待P3审计	候选：待引用审计
结构_安全因果因素证据搜索结果	自我动作实现.外设模块.ixx	523	基础信息节点类* 目标安全因果信息 = nullptr; | I64 证据方向 = 安全因果证据方向_未定义; | I64 搜索状态 = 安全因果因素搜索状态_未执行; | I64 搜索范围完整状态 = 安全因果因素范围完整状态_未明确; | I64 负向证据数量 = 0; | I64 正向证据数量 = 0; | I64 稳定性证据数量 = 0; | I64 归因证据数量 = 0; | ...(+6)	否	是	待P3审计	待P3审计	待P3审计	候选：待引用审计
结构_存在轮廓比较接入结果	自我动作实现.外设模块.ixx	7814	I64 比较特征数量 = 0; | I64 可比较特征数量 = 0; | I64 不可比较特征数量 = 0; | I64 二次特征写入数量 = 0; | I64 最大轮廓变化量 = 0; | I64 平面轮廓匹配评分 = 0; | I64 空间极值轮廓匹配评分 = 0; | };	否	是	待P3审计	待P3审计	待P3审计	候选：待引用审计
结构_本能方法自身环境	自我动作实现.外设模块.ixx	9509	方法类::节点类* 方法首节点 = nullptr; | 方法类::节点类* 方法条件节点 = nullptr; | 存在节点类* 方法虚拟存在 = nullptr; | 存在节点类* 本轮运行虚拟存在 = nullptr; | 场景节点类* 条件场景 = nullptr; | 场景节点类* 结果场景 = nullptr; | bool 方法头已就绪 = false; | bool 方法条件节点已就绪 = false; | ...(+8)	是	是	待P3审计	待P3审计	待P3审计	候选：待引用审计
结构_双目相机调用结果	自我动作实现.外设模块.ixx	9811	bool 成功 = false; | bool 相机已打开 = false; | const 语素入口节点类* 失败原因 = nullptr; | std::string 消息{}; | int 宽度 = 0; | int 高度 = 0; | std::uint32_t 深度帧号 = 0; | std::uint32_t 彩色帧号 = 0; | ...(+107)	是	是	待P3审计	待P3审计	待P3审计	候选：待引用审计
结构_空间候选独立性判断结果	自我动作实现.外设模块.ixx	10200	I64 判断状态 = 0; | I64 相对独立数量 = 0; | I64 不独立数量 = 0; | I64 待拆分数量 = 0; | I64 待合并数量 = 0; | I64 不确定数量 = 0; | I64 主候选状态 = 空间候选独立状态_不确定; | I64 主候选分离度评分 = 0; | ...(+1)	否	是	待P3审计	待P3审计	待P3审计	候选：待引用审计
结构_空间候选观察队列项	自我动作实现.外设模块.ixx	10211	I64 排序位次 = 0; | I64 候选编号 = 0; | I64 优先级评分 = 0; | I64 相对独立状态 = 空间候选独立状态_不确定; | I64 中心接近评分 = 0; | I64 范围大小评分 = 0; | };	否	是	待P3审计	待P3审计	待P3审计	候选：待引用审计
结构_空间候选观察队列结果	自我动作实现.外设模块.ixx	10220	I64 队列状态 = 0; | I64 候选数量 = 0; | std::vector<结构_空间候选观察队列项> 队列{}; | };	否	是	待P3审计	待P3审计	待P3审计	候选：待引用审计
结构_观察存在假设结果	自我动作实现.外设模块.ixx	10226	I64 假设状态 = 观察存在假设状态_未生成; | I64 来源候选编号 = -1; | I64 来源队列位次 = -1; | I64 相对独立状态 = 空间候选独立状态_不确定; | I64 验证状态 = 0; | I64 候选像素掩码状态 = 0; | I64 投影轮廓状态 = 0; | I64 距离 = 0; | ...(+9)	是	是	待P3审计	待P3审计	待P3审计	候选：待引用审计
