函数名	定义位置	原始签名	参数类型	返回类型	函数体领域依赖	分类A或B	迁移候选	保留原因	模块import风险	下一步处理
特征_融合补偿深度空洞像素数量	自我动作实现.外设模块.ixx:2864	inline const 语素入口节点类* 特征_融合补偿深度空洞像素数量() noexcept		const 语素入口节点类*	节点类,节点,语素入口,枚举_,语素,特征,字段访问	A	否	命中自定义结构/节点/协议依赖：节点类,节点,语素入口,枚举_；函数体存在字段/指针成员访问，需保守视为对象依赖	高	不迁入全局共享；按所属领域保留/去重/删除审计
特征_融合轮廓数量	自我动作实现.外设模块.ixx:3151	inline const 语素入口节点类* 特征_融合轮廓数量() noexcept		const 语素入口节点类*	节点类,节点,语素入口,枚举_,语素,特征,字段访问	A	否	命中自定义结构/节点/协议依赖：节点类,节点,语素入口,枚举_；函数体存在字段/指针成员访问，需保守视为对象依赖	高	不迁入全局共享；按所属领域保留/去重/删除审计
特征_融合轮廓置信度	自我动作实现.外设模块.ixx:3186	inline const 语素入口节点类* 特征_融合轮廓置信度() noexcept		const 语素入口节点类*	节点类,节点,语素入口,枚举_,语素,特征,字段访问	A	否	命中自定义结构/节点/协议依赖：节点类,节点,语素入口,枚举_；函数体存在字段/指针成员访问，需保守视为对象依赖	高	不迁入全局共享；按所属领域保留/去重/删除审计
特征_补全候选数量	自我动作实现.外设模块.ixx:3263	inline const 语素入口节点类* 特征_补全候选数量() noexcept		const 语素入口节点类*	节点类,节点,语素入口,枚举_,语素,特征,字段访问	A	否	命中自定义结构/节点/协议依赖：节点类,节点,语素入口,枚举_；函数体存在字段/指针成员访问，需保守视为对象依赖	高	不迁入全局共享；按所属领域保留/去重/删除审计
特征_补全候选状态	自我动作实现.外设模块.ixx:5286	inline const 语素入口节点类* 特征_补全候选状态() noexcept		const 语素入口节点类*	节点类,节点,语素入口,枚举_,语素,特征,字段访问	A	否	命中自定义结构/节点/协议依赖：节点类,节点,语素入口,枚举_；函数体存在字段/指针成员访问，需保守视为对象依赖	高	不迁入全局共享；按所属领域保留/去重/删除审计
特征_补全深度低置信像素数量	自我动作实现.外设模块.ixx:2780	inline const 语素入口节点类* 特征_补全深度低置信像素数量() noexcept		const 语素入口节点类*	节点类,节点,语素入口,枚举_,语素,特征,字段访问	A	否	命中自定义结构/节点/协议依赖：节点类,节点,语素入口,枚举_；函数体存在字段/指针成员访问，需保守视为对象依赖	高	不迁入全局共享；按所属领域保留/去重/删除审计
特征_补全深度来源像素数量	自我动作实现.外设模块.ixx:2766	inline const 语素入口节点类* 特征_补全深度来源像素数量() noexcept		const 语素入口节点类*	节点类,节点,语素入口,枚举_,语素,特征,字段访问	A	否	命中自定义结构/节点/协议依赖：节点类,节点,语素入口,枚举_；函数体存在字段/指针成员访问，需保守视为对象依赖	高	不迁入全局共享；按所属领域保留/去重/删除审计
特征_补全深度毫米结构状态	自我动作实现.外设模块.ixx:2710	inline const 语素入口节点类* 特征_补全深度毫米结构状态() noexcept		const 语素入口节点类*	节点类,节点,语素入口,枚举_,语素,特征,字段访问	A	否	命中自定义结构/节点/协议依赖：节点类,节点,语素入口,枚举_；函数体存在字段/指针成员访问，需保守视为对象依赖	高	不迁入全局共享；按所属领域保留/去重/删除审计
特征_补观察缺口状态	自我动作实现.外设模块.ixx:3242	inline const 语素入口节点类* 特征_补观察缺口状态() noexcept		const 语素入口节点类*	节点类,节点,语素入口,枚举_,语素,特征,观察,字段访问	A	否	命中自定义结构/节点/协议依赖：节点类,节点,语素入口,枚举_；函数体存在字段/指针成员访问，需保守视为对象依赖	高	不迁入全局共享；按所属领域保留/去重/删除审计
特征_补观察缺失原因	自我动作实现.外设模块.ixx:3249	inline const 语素入口节点类* 特征_补观察缺失原因() noexcept		const 语素入口节点类*	节点类,节点,语素入口,枚举_,语素,特征,观察,字段访问	A	否	命中自定义结构/节点/协议依赖：节点类,节点,语素入口,枚举_；函数体存在字段/指针成员访问，需保守视为对象依赖	高	不迁入全局共享；按所属领域保留/去重/删除审计
特征_补观察需求建议	自我动作实现.外设模块.ixx:3298	inline const 语素入口节点类* 特征_补观察需求建议() noexcept		const 语素入口节点类*	节点类,节点,语素入口,枚举_,语素,特征,需求,观察,字段访问	A	否	命中自定义结构/节点/协议依赖：节点类,节点,语素入口,枚举_；函数体存在字段/指针成员访问，需保守视为对象依赖	高	不迁入全局共享；按所属领域保留/去重/删除审计
特征_被评估存在	自我动作实现.外设模块.ixx:6748	inline const 语素入口节点类* 特征_被评估存在() noexcept		const 语素入口节点类*	节点类,节点,语素入口,枚举_,语素,存在,特征,字段访问	A	否	命中自定义结构/节点/协议依赖：节点类,节点,语素入口,枚举_；函数体存在字段/指针成员访问，需保守视为对象依赖	高	不迁入全局共享；按所属领域保留/去重/删除审计
特征_被需求当前状态	自我动作实现.外设模块.ixx:761	inline const 语素入口节点类* 特征_被需求当前状态() noexcept		const 语素入口节点类*	节点类,节点,语素入口,枚举_,语素,特征,需求,字段访问	A	否	命中自定义结构/节点/协议依赖：节点类,节点,语素入口,枚举_；函数体存在字段/指针成员访问，需保守视为对象依赖	高	不迁入全局共享；按所属领域保留/去重/删除审计
特征_被需求当前状态	自我动作实现模块.ixx:257	inline const 语素入口节点类* 特征_被需求当前状态() noexcept		const 语素入口节点类*	节点类,节点,语素入口,枚举_,语素,特征,需求,字段访问	A	否	命中自定义结构/节点/协议依赖：节点类,节点,语素入口,枚举_；函数体存在字段/指针成员访问，需保守视为对象依赖	高	不迁入全局共享；按所属领域保留/去重/删除审计
特征_覆盖候选数量	自我动作实现.扫描.ixx:616	inline const 语素入口节点类* 特征_覆盖候选数量() noexcept		const 语素入口节点类*	节点类,节点,语素入口,枚举_,语素,特征,扫描	A	否	命中自定义结构/节点/协议依赖：节点类,节点,语素入口,枚举_	高	不迁入全局共享；按所属领域保留/去重/删除审计
特征_覆盖冲突数量	自我动作实现.扫描.ixx:502	inline const 语素入口节点类* 特征_覆盖冲突数量() noexcept		const 语素入口节点类*	节点类,节点,语素入口,枚举_,语素,特征,扫描	A	否	命中自定义结构/节点/协议依赖：节点类,节点,语素入口,枚举_	高	不迁入全局共享；按所属领域保留/去重/删除审计
特征_覆盖判断状态	自我动作实现.扫描.ixx:613	inline const 语素入口节点类* 特征_覆盖判断状态() noexcept		const 语素入口节点类*	节点类,节点,语素入口,枚举_,语素,特征,扫描	A	否	命中自定义结构/节点/协议依赖：节点类,节点,语素入口,枚举_	高	不迁入全局共享；按所属领域保留/去重/删除审计
特征_覆盖数据项ID	自我动作实现.扫描.ixx:607	inline const 语素入口节点类* 特征_覆盖数据项ID() noexcept		const 语素入口节点类*	节点类,节点,语素入口,枚举_,语素,特征,扫描	A	否	命中自定义结构/节点/协议依赖：节点类,节点,语素入口,枚举_	高	不迁入全局共享；按所属领域保留/去重/删除审计
特征_覆盖目标存在指针	自我动作实现.扫描.ixx:610	inline const 语素入口节点类* 特征_覆盖目标存在指针() noexcept		const 语素入口节点类*	节点类,节点,语素入口,枚举_,语素,存在,特征,扫描	A	否	命中自定义结构/节点/协议依赖：节点类,节点,语素入口,枚举_	高	不迁入全局共享；按所属领域保留/去重/删除审计
特征_覆盖记录序号	自我动作实现.扫描.ixx:604	inline const 语素入口节点类* 特征_覆盖记录序号() noexcept		const 语素入口节点类*	节点类,节点,语素入口,枚举_,语素,特征,扫描	A	否	命中自定义结构/节点/协议依赖：节点类,节点,语素入口,枚举_	高	不迁入全局共享；按所属领域保留/去重/删除审计
特征_观察事实完备失败条件数量	自我动作实现.外设模块.ixx:2591	inline const 语素入口节点类* 特征_观察事实完备失败条件数量() noexcept		const 语素入口节点类*	节点类,节点,语素入口,枚举_,语素,特征,观察,字段访问	A	否	命中自定义结构/节点/协议依赖：节点类,节点,语素入口,枚举_；函数体存在字段/指针成员访问，需保守视为对象依赖	高	不迁入全局共享；按所属领域保留/去重/删除审计
特征_观察事实完备状态	自我动作实现.外设模块.ixx:2584	inline const 语素入口节点类* 特征_观察事实完备状态() noexcept		const 语素入口节点类*	节点类,节点,语素入口,枚举_,语素,特征,观察,字段访问	A	否	命中自定义结构/节点/协议依赖：节点类,节点,语素入口,枚举_；函数体存在字段/指针成员访问，需保守视为对象依赖	高	不迁入全局共享；按所属领域保留/去重/删除审计
特征_观察变化事件类型	自我动作实现.外设模块.ixx:3767	inline const 语素入口节点类* 特征_观察变化事件类型() noexcept		const 语素入口节点类*	节点类,节点,语素入口,枚举_,语素,特征,观察,字段访问	A	否	命中自定义结构/节点/协议依赖：节点类,节点,语素入口,枚举_；函数体存在字段/指针成员访问，需保守视为对象依赖	高	不迁入全局共享；按所属领域保留/去重/删除审计
特征_观察变化事件集合	自我动作实现.外设模块.ixx:3760	inline const 语素入口节点类* 特征_观察变化事件集合() noexcept		const 语素入口节点类*	节点类,节点,语素入口,枚举_,语素,特征,观察,字段访问	A	否	命中自定义结构/节点/协议依赖：节点类,节点,语素入口,枚举_；函数体存在字段/指针成员访问，需保守视为对象依赖	高	不迁入全局共享；按所属领域保留/去重/删除审计
