live	函数名	未限定名	定义位置	call_like_count	功能	签名风险标记	命中位置
yes	特征_当前场景特征值部分可读存在数量	特征_当前场景特征值部分可读存在数量	自我动作实现.外设模块.ixx:5883	4	按函数名执行对应处理。		自我动作实现.外设模块.ixx:5883;自我动作实现.外设模块.ixx:13726;自我动作实现.外设模块.ixx:15659;自我动作实现.外设模块.ixx:16584
yes	特征_当前场景特征值证据不足存在数量	特征_当前场景特征值证据不足存在数量	自我动作实现.外设模块.ixx:5890	4	按函数名执行对应处理。		自我动作实现.外设模块.ixx:5890;自我动作实现.外设模块.ixx:13727;自我动作实现.外设模块.ixx:15660;自我动作实现.外设模块.ixx:16585
yes	特征_存在_场景绝对坐标明确状态	特征_存在_场景绝对坐标明确状态	自我动作实现.外设模块.ixx:5981	4	按函数名执行对应处理。		自我动作实现.外设模块.ixx:5981;自我动作实现.外设模块.ixx:13517;自我动作实现.外设模块.ixx:13765;自我动作实现.外设模块.ixx:15920
yes	特征_自我边界参照存在	特征_自我边界参照存在	自我动作实现.外设模块.ixx:5988	4	按函数名执行对应处理。		自我动作实现.外设模块.ixx:5988;自我动作实现.外设模块.ixx:15880;自我动作实现.外设模块.ixx:20426;自我动作实现.外设模块.ixx:20551
yes	特征_自我相对视图坐标系状态	特征_自我相对视图坐标系状态	自我动作实现.外设模块.ixx:6009	4	按函数名执行对应处理。		自我动作实现.外设模块.ixx:6009;自我动作实现.外设模块.ixx:15883;自我动作实现.外设模块.ixx:15898;自我动作实现.外设模块.ixx:20436
yes	特征_自我_场景绝对姿态明确状态	特征_自我_场景绝对姿态明确状态	自我动作实现.外设模块.ixx:6044	4	按函数名执行对应处理。		自我动作实现.外设模块.ixx:6044;自我动作实现.外设模块.ixx:15885;自我动作实现.外设模块.ixx:20386;自我动作实现.外设模块.ixx:20443
yes	自我边界坐标分量转I64	自我边界坐标分量转I64	自我动作实现.外设模块.ixx:6051	4	按函数名执行对应处理。		自我动作实现.外设模块.ixx:6051;自我动作实现.外设模块.ixx:6077;自我动作实现.外设模块.ixx:6078;自我动作实现.外设模块.ixx:6079
yes	特征_自我_近身安全缓冲半径	特征_自我_近身安全缓冲半径	自我动作实现.外设模块.ixx:6106	4	按函数名执行对应处理。		自我动作实现.外设模块.ixx:6106;自我动作实现.外设模块.ixx:15886;自我动作实现.外设模块.ixx:20444;自我动作实现.外设模块.ixx:20585
yes	特征_自我_接触边界半径	特征_自我_接触边界半径	自我动作实现.外设模块.ixx:6113	4	按函数名执行对应处理。		自我动作实现.外设模块.ixx:6113;自我动作实现.外设模块.ixx:15887;自我动作实现.外设模块.ixx:20445;自我动作实现.外设模块.ixx:20586
yes	特征_存在_相对自我边界距离	特征_存在_相对自我边界距离	自我动作实现.外设模块.ixx:6134	4	按函数名执行对应处理。		自我动作实现.外设模块.ixx:6134;自我动作实现.外设模块.ixx:13629;自我动作实现.外设模块.ixx:15924;自我动作实现.外设模块.ixx:20641
yes	特征_安全因果候选数量	特征_安全因果候选数量	自我动作实现.外设模块.ixx:6218	4	按函数名执行对应处理。		自我动作实现.外设模块.ixx:6218;自我动作实现.外设模块.ixx:15955;自我动作实现.外设模块.ixx:18642;自我动作实现.外设模块.ixx:20840
yes	特征_安全因果候选低置信数量	特征_安全因果候选低置信数量	自我动作实现.外设模块.ixx:6225	4	按函数名执行对应处理。		自我动作实现.外设模块.ixx:6225;自我动作实现.外设模块.ixx:15956;自我动作实现.外设模块.ixx:18643;自我动作实现.外设模块.ixx:20841
yes	特征_安全因果候选归因置信度	特征_安全因果候选归因置信度	自我动作实现.外设模块.ixx:6232	4	按函数名执行对应处理。		自我动作实现.外设模块.ixx:6232;自我动作实现.外设模块.ixx:15957;自我动作实现.外设模块.ixx:18644;自我动作实现.外设模块.ixx:20842
yes	特征_安全因果候选材料缺口数量	特征_安全因果候选材料缺口数量	自我动作实现.外设模块.ixx:6337	4	按函数名执行对应处理。		自我动作实现.外设模块.ixx:6337;自我动作实现.外设模块.ixx:15958;自我动作实现.外设模块.ixx:20695;自我动作实现.外设模块.ixx:20843
yes	特征_当前场景持续观察样本数量	特征_当前场景持续观察样本数量	自我动作实现.外设模块.ixx:6386	4	按函数名执行对应处理。		自我动作实现.外设模块.ixx:6386;自我动作实现.外设模块.ixx:16011;自我动作实现.外设模块.ixx:18646;自我动作实现.外设模块.ixx:19909
yes	特征_条件描述状态	特征_条件描述状态	自我动作实现.外设模块.ixx:640	4	按函数名执行对应处理。		自我动作实现.外设模块.ixx:640;自我动作实现.外设模块.ixx:8620;自我动作实现模块.ixx:67;自我动作实现模块.ixx:3941
yes	特征_风险安全_运行影响部分证据搜索状态	特征_风险安全_运行影响部分证据搜索状态	自我动作实现.外设模块.ixx:6449	4	在候选范围内搜索目标对象或路径。		自我动作实现.外设模块.ixx:6449;自我动作实现.外设模块.ixx:15754;自我动作实现.外设模块.ixx:15777;自我动作实现.外设模块.ixx:19373
yes	特征_风险安全_资源影响部分证据搜索状态	特征_风险安全_资源影响部分证据搜索状态	自我动作实现.外设模块.ixx:6456	4	在候选范围内搜索目标对象或路径。		自我动作实现.外设模块.ixx:6456;自我动作实现.外设模块.ixx:15755;自我动作实现.外设模块.ixx:15781;自我动作实现.外设模块.ixx:19374
yes	特征_风险安全_权限影响部分证据搜索状态	特征_风险安全_权限影响部分证据搜索状态	自我动作实现.外设模块.ixx:6463	4	在候选范围内搜索目标对象或路径。		自我动作实现.外设模块.ixx:6463;自我动作实现.外设模块.ixx:15756;自我动作实现.外设模块.ixx:15785;自我动作实现.外设模块.ixx:19375
yes	特征_条件描述时间	特征_条件描述时间	自我动作实现.外设模块.ixx:647	4	按函数名执行对应处理。		自我动作实现.外设模块.ixx:647;自我动作实现.外设模块.ixx:8621;自我动作实现模块.ixx:74;自我动作实现模块.ixx:3942
yes	特征_风险安全_未知影响部分证据搜索状态	特征_风险安全_未知影响部分证据搜索状态	自我动作实现.外设模块.ixx:6470	4	在候选范围内搜索目标对象或路径。		自我动作实现.外设模块.ixx:6470;自我动作实现.外设模块.ixx:15757;自我动作实现.外设模块.ixx:15789;自我动作实现.外设模块.ixx:19376
yes	特征_自我_风险安全_场景影响部分	特征_自我_风险安全_场景影响部分	自我动作实现.外设模块.ixx:6498	4	按函数名执行对应处理。		自我动作实现.外设模块.ixx:6498;自我动作实现.外设模块.ixx:15727;自我动作实现.外设模块.ixx:18847;自我动作实现.外设模块.ixx:19269
yes	特征_安全因果因素搜索范围完整状态	特征_安全因果因素搜索范围完整状态	自我动作实现.外设模块.ixx:6533	4	在候选范围内搜索目标对象或路径。		自我动作实现.外设模块.ixx:6533;自我动作实现.外设模块.ixx:15758;自我动作实现.外设模块.ixx:19382;自我动作实现.外设模块.ixx:19461
yes	特征_安全因果因素正向证据数量	特征_安全因果因素正向证据数量	自我动作实现.外设模块.ixx:6547	4	按函数名执行对应处理。		自我动作实现.外设模块.ixx:6547;自我动作实现.外设模块.ixx:15760;自我动作实现.外设模块.ixx:19384;自我动作实现.外设模块.ixx:19463
yes	特征_安全因果因素稳定性证据数量	特征_安全因果因素稳定性证据数量	自我动作实现.外设模块.ixx:6554	4	按函数名执行对应处理。		自我动作实现.外设模块.ixx:6554;自我动作实现.外设模块.ixx:15761;自我动作实现.外设模块.ixx:19385;自我动作实现.外设模块.ixx:19464
yes	特征_安全因果因素归因证据数量	特征_安全因果因素归因证据数量	自我动作实现.外设模块.ixx:6561	4	按函数名执行对应处理。		自我动作实现.外设模块.ixx:6561;自我动作实现.外设模块.ixx:15762;自我动作实现.外设模块.ixx:19386;自我动作实现.外设模块.ixx:19465
yes	特征_安全因果因素搜索置信度	特征_安全因果因素搜索置信度	自我动作实现.外设模块.ixx:6582	4	在候选范围内搜索目标对象或路径。		自我动作实现.外设模块.ixx:6582;自我动作实现.外设模块.ixx:15765;自我动作实现.外设模块.ixx:19389;自我动作实现.外设模块.ixx:19468
yes	特征_可选条件特征类型数量	特征_可选条件特征类型数量	自我动作实现.外设模块.ixx:668	4	按函数名执行对应处理。		自我动作实现.外设模块.ixx:668;自我动作实现.外设模块.ixx:8624;自我动作实现模块.ixx:95;自我动作实现模块.ixx:3945
yes	值_可执行输入参数场景创建失败	值_可执行输入参数场景创建失败	自我动作实现.外设模块.ixx:6925	4	创建并返回或登记对应对象。		自我动作实现.外设模块.ixx:6925;自我动作实现模块.ixx:2376;自我动作实现模块.ixx:5873;自我动作实现模块.ixx:9597
yes	值_任务状态动作动态_提交方法首节点缺失	值_任务状态动作动态_提交方法首节点缺失	自我动作实现.外设模块.ixx:6953	4	提交事实、动态、任务状态或运行回执。		自我动作实现.外设模块.ixx:6953;自我动作实现模块.ixx:2404;自我动作实现模块.ixx:10161;自我动作实现模块.ixx:10547
yes	值_任务状态动作动态_来源方法入口无效	值_任务状态动作动态_来源方法入口无效	自我动作实现.外设模块.ixx:6988	4	按函数名执行对应处理。		自我动作实现.外设模块.ixx:6988;自我动作实现模块.ixx:2446;自我动作实现模块.ixx:10173;自我动作实现模块.ixx:10550
yes	值_方法域动作动态创建失败	值_方法域动作动态创建失败	自我动作实现.外设模块.ixx:7002	4	创建并返回或登记对应对象。		自我动作实现.外设模块.ixx:7002;自我动作实现模块.ixx:2460;自我动作实现模块.ixx:5874;自我动作实现模块.ixx:8566
yes	值_参数条件缺口	值_参数条件缺口	自我动作实现.外设模块.ixx:7058	4	按函数名执行对应处理。		自我动作实现.外设模块.ixx:7058;自我动作实现模块.ixx:2516;自我动作实现模块.ixx:6330;自我动作实现模块.ixx:9595
yes	观察簇投影可形成平面轮廓	观察簇投影可形成平面轮廓	自我动作实现.外设模块.ixx:7306	4	按函数名执行对应处理。		自我动作实现.外设模块.ixx:7306;自我动作实现.外设模块.ixx:7386;自我动作实现.外设模块.ixx:7436;自我动作实现.外设模块.ixx:7622
yes	观察簇空间范围可形成极值轮廓	观察簇空间范围可形成极值轮廓	自我动作实现.外设模块.ixx:7315	4	按函数名执行对应处理。		自我动作实现.外设模块.ixx:7315;自我动作实现.外设模块.ixx:7405;自我动作实现.外设模块.ixx:7448;自我动作实现.外设模块.ixx:7627
yes	构造观察簇平面轮廓VecI64	构造观察簇平面轮廓VecI64	自我动作实现.外设模块.ixx:7325	4	按函数名执行对应处理。		自我动作实现.外设模块.ixx:7325;自我动作实现.外设模块.ixx:7387;自我动作实现.外设模块.ixx:7437;自我动作实现.外设模块.ixx:7625
yes	构造观察簇空间极值轮廓VecI64	构造观察簇空间极值轮廓VecI64	自我动作实现.外设模块.ixx:7343	4	按函数名执行对应处理。		自我动作实现.外设模块.ixx:7343;自我动作实现.外设模块.ixx:7406;自我动作实现.外设模块.ixx:7449;自我动作实现.外设模块.ixx:7630
yes	写入基础节点特征值	写入基础节点特征值	自我动作实现.外设模块.ixx:7479	4	把处理结果写入指定对象、场景或日志。		自我动作实现.外设模块.ixx:7479;自我动作实现.外设模块.ixx:7957;自我动作实现模块.ixx:2675;自我动作实现模块.ixx:2915
yes	特征_服务结算证据通过	特征_服务结算证据通过	自我动作实现.外设模块.ixx:850	4	结算任务、需求、价值或结果贡献。		自我动作实现.外设模块.ixx:850;自我动作实现模块.ixx:354;自我动作实现模块.ixx:7218;自我动作实现模块.ixx:12495
yes	特征_旧安全值	特征_旧安全值	自我动作实现.外设模块.ixx:857	4	按函数名执行对应处理。		自我动作实现.外设模块.ixx:857;自我动作实现模块.ixx:361;自我动作实现模块.ixx:7219;自我动作实现模块.ixx:12471
